title,units,description
MUS 407B - Brass Chamber Music,1,"Study/ perform brass chamber music of all eras.
Cross-listed with: MUS 107B"
MUS 407C - Calypso Band,1,"Study/perform traditional and contemporary music for steelband.
Cross-listed with: MUS 107C"
MUS 407F - Woodwind Chamber Music,1,"Study/perform woodwind chamber music of all eras.
Cross-listed with: MUS 107F"
MUS 407G - Guitar Chamber Music,1,"Study/ perform guitar chamber music of all eras.
Cross-listed with: MUS 107G"
MUS 407H - Mariachi de Humboldt,1,"Explore, study, and perform various mariachi styles from Mexico. Open to beginning and experienced performers on violin, trumpet, voice, guitar, vihuela, and guitarrón."
MUS 407I - Intermediate Orchestra,1,"Study/ perform orchestral music for less experienced players.
Cross-listed with: MUS 107I"
MUS 407J - Jazz Combos,1,"Study/perform jazz combo music from all eras.
Cross-listed with: MUS 107J"
MUS 407P - Percussion Ensemble,1,"Study/ perform traditional and contemporary music for percussion ensemble.
Cross-listed with: MUS 107P"
MUS 407Q - World Percussion Ensemble,1,"Study/perform music for percussion ensembles from around the world.
Cross-listed with: MUS 107Q"
MUS 407S - Chamber Music - Service Learning,1,"Study/perform chamber music from all eras. Perform for community partners, and assess and reflect on the experience."
MUS 407T - String Chamber Music,1,"Study/ perform string chamber music from all eras.
Cross-listed with: MUS 107T"
MUS 407V - Madrigal Singers,1,"Study/perform small ensemble vocal music with emphasis on music of the Renaissance.
Cross-listed with: MUS 107V"
MUS 319 - Elementary Music Methods,2,Materials and methods for teaching elementary general music in the self-contained K-8 classroom. Designed for preservice music specialists and not for preservice general classroom teachers.
MUS 320 - Composition: Film Scoring,3,Study and compose music for scenes of dramatic and narrative films.
MUS 320C - Composition: Electronic Music,3,Use computer-driven devices to compose electronic and electro-acoustic music.
MUS 323 - Jazz Pedagogy,2,Major principles and concepts involving the teaching of jazz in K-12 classrooms. Emphasis placed on both theory and practice. Music education majors develop skills and strategies for instruction of both instrumental and choral jazz groups.
MUS 334 - Fundamentals of Conducting,2,"Beat patterns, expressive gestures, score reading, musical ranges, rehearsal planning, correction of errors."
MUS 338 - Vocal and Instrumental Scoring,3,"Techniques of arranging music for vocal and instrumental performing groups (large and small). Score layout and legibility, part copying, transpositions, and ranges of instruments and voices."
MUS 360 - Music Technology,2,Computer technology and music applications. Keyboard controllers and music printing programs.
"MUS 361 - Music Technology: Recording, Production, and Live Sound",3,"Professional audio concepts and techniques in both digital and analog realms. Understanding the recording process from start to finish, studio production, and live sound reinforcement."
MUS 384 - Advanced Choral Conducting and Literature,2,"Advanced conducting techniques and survey of choral literature for application to K-12 music teaching. Through lecture and physical activity, this course expands on basic conducting patterns and techniques introduced in MUS 334 to include mixed meter, irregular meter, senza misura, cuing, use of left hand, and baton technique. Literature appropriate for major choral ensemble types (concert choir, jazz choir, madrigals, etc.) will be studied."
MUS 385P - P / V Performance Seminar,1,"Perform, listen to, and critique literature and performances."
MUS 387 - Advanced Instrumental Conducting and Literature,2,"Advanced conducting techniques and survey of instrumental literature for application to K-12 music teaching. Through lecture and physical activity, this course expands on basic conducting patterns and techniques introduced in MUS 334 to include mixed meter, irregular meter, senza misura, cuing, use of left hand, and baton technique. Literature appropriate for major ensemble types will be studied."
MUS 391 - Piano Pedagogy,1,Methods/materials for teaching class and private piano.
MUS 391L - Piano Pedagogy Lab,1,Lab-Practice for piano teachers and their students.
MUS 392 - Vocal Pedagogy,1,Methods/materials for teaching class and private piano.
MUS 392L - Vocal Pedagogy Lab,1,Lab-Practice for voice teachers and their students.
MUS 455 - Secondary Music Methods,3,"Music education philosophies, methodologies, history, reform movements, significant leaders. Explores the theoretical basis for teaching music in the secondary schools. Rehearsal strategies for K-12 ensembles, Scheduling issues and curriculum in music education. Connecting music with other disciplines."
MUS 477W - Career Skills for Performing Artists,3,"Identifying life and career goals in the Arts: finding jobs, writing resumés and cover letters, networking, finances, self-promotion, contracts, mock interviews, and auditions.  This course meets the GWAR requirement.  Students will draft and revise multiple model career-related documents.
Cross-listed with: DANC 477W, TA 477W"
