title,units,description
ENGR 351 - Introduction to Water Quality,3,"Analytical methods for water quality assessment. Physical, chemical, and biological factors of water quality. Introduction to water/wastewater treatment processes. Engineering majors are strongly encouraged to complete this course before starting their 400-level ENGR courses."
ENGR 410 - Environmental Health and Impact Assessment,3,"Legislative and regulatory foundations for Environmental Impact Statements and their preparation, life cycle principles, sustainability, professional ethics, risk analysis, collecting data and evaluating its adequacy and accuracy, interpreting data, and predicting impacts associated with proposed activities. Engineering aspects of communicable disease control and exposure to toxic materials."
ENGR 416 - Transport Phenomena,3,Heat and mass transfer. Pollutant transport and assimilation in the environment. Engineering design applications.
ENGR 440 - Hydrology I,3,Hydrologic cycle; math models of rainfall runoff; surface and ground water hydrology; probabilistic design concepts.
ENGR 492W - Capstone Design Project,3,"Culminating engineering design experience based on knowledge gained from previous coursework. Application of the engineering design process to develop a system, process, or management plan to solve a significant, open-ended engineering problem. To be taken final senior semester (within 16 units of graduation)."
BIOL 330 - Principles of Ecology,4,"Major ideas shaping modern ecology: population regulation, competition, predation, ecosystem energetics, mathematical models, and nutrient cycling. Role of biological and physical factors in developing community structure."
CHEM 341 - Quantitative Analysis,5,Principles and methods of classical chemical analysis. Introduction to instrumental methods. For chemistry majors and others who require a rigorous treatment of solution equilibria and training in precise quantitative lab techniques.
CHEM 370 - Earth System Chemistry,3,"Chemistry of the earth, including elemental cycling and speciation in the environment, the impact of man on biogeochemical processes, and the effects of climate change on the chemical/physical interactions occurring within and between the atmosphere, hydrosphere, and biosphere."
FISH 320 - Limnology,3,"Lake formation and aging. Physical, chemical, and behavioral relationships between organisms and their environments."
GEOL 303 - Earth Resources and Global Environmental Change,3,"Origins, occurrence, and limits of important energy, mineral, and water resources. Societal and environmental impacts of resource use and global climate change. Cannot count for geology majors as upper division geology area of specialization."
GEOL 306 - General Geomorphology,3,"Origin and development of landforms, landform classification, geomorphic processes. Methods of geomorphological analysis, topographic map interpretation, and aerial photo interpretation. May require two weekend field trips."
NAS 309 - Traditional Ecological Knowledge and Indigenous Natural Resource Management,3,"Emphasis on ethical engagement of Traditional Ecological Knowledge; best practices for Indigenous natural resource management and the critical importance of Indigenous sciences and knowledges to addressing and developing natural resource management plans and projects. Comparison of the cultural traditions and beliefs of indigenous people, with those of western science based management."
OCN 320 - Physical Oceanography,4,Physical properties and processes in seas: theory of distribution of variables; current determination; waves and tides.
PHYX 315 - Introduction to Electronics and Electronic Instrumentation,3,"Devices and circuits, both analog and digital, in science instrumentation. Construct amplifiers and digital circuits."
SOIL 360 - Origin and Classification of Soils,3,"Factors of soil genesis; their interactions. Soil morphology/description; classification, emphasizing wildland soils."
SOIL 363 - Wetland Soils,3,"The morphology, chemistry, hydrology, formation and function of mineral and organic soils in wet environments. Topics include identification, estuaries, peatlands, preservation, regulation and mitigation."
ENGR 418 - Applied Hydraulics,3,"Pipe networks; transient pipe flow; open channel flow; irrigation, drainage, and flood control; numerical methods for hydraulic analysis. Engineering design applications.
Co-listed with: ENGR 518. (Only one of the co-listed courses may be taken for credit. See Terminology for more information.)"
ENGR 421 - Advanced Numerical Methods for Engineers I,3,"Finite difference and finite element methods for linear and nonlinear partial differential equations; simulation of flow, mass and energy transport in environmental systems; large scale parameter estimation methods. Engineering design applications."
ENGR 434 - Air Quality Management,3,"Nature, causes, and effects of air pollution; air quality standards, their measurement and control; Gaussian Plume model; particulate and gaseous pollutant control devices. Engineering design applications.
Co-listed with: ENGR 534. (Only one of the co-listed courses may be taken for credit. See Terminology for more information.)"
ENGR 436 - Solid Waste Engineering,3,"Nature and scope of solid waste problem. Collection, disposal, and recycle technology. Management alternatives considering social, economic, and technical constraints, including resource recovery. Engineering design applications.
Co-listed with: ENGR 536 (Only one of the co-listed courses may be taken for credit. See Terminology for more information.)"
ENGR 441 - Hydrology II,3,Rainfall runoff processes; infiltration and groundwater vadose zone; water quality models and operational (stochastic) hydrology; groundwater quality. Engineering design applications.
ENGR 443 - Groundwater Hydrology,3,"Groundwater and vadose zone hydrology; well hydraulics; introduction to groundwater planning, management, and remediation; large-scale flow and mass transport simulation models."
ENGR 445 - Water Resources Planning and Management,3,"Engineering applications of economics, risk analysis, and mathematical simulation and optimization models to water resource planning; multi-objective and sequential decision problems in reservoir operation and water quality management. Engineering design applications."
ENGR 448 - River Hydraulics,3,"River morphology; water and sediment transport; channel formation; river restoration. Design applications.
Co-listed with: ENGR 548. (Only one of the co-listed courses may be taken for credit. See Terminology for more information.)"
ENGR 452 - Drinking Water Treatment Engineering,3,"Drinking water treatment systems: physico-chemical processes, reactor kinetics, applications to the design of specific water treatment operations. Engineering design applications.
Co-listed with: ENGR 552 (Only one of the co-listed courses may be taken for credit. See Terminology for more information.)"
ENGR 453 - Wastewater Treatment Engineering,3,"Wastewater treatment systems; bench-scale treatment operations. Engineering design applications.
Co-listed with: ENGR 553. (Only one of the co-listed courses may be taken for credit. See Terminology for more information.)"
ENGR 455 - Engineered Natural Treatment Systems,3,"Use and design of free surface constructed wetlands and vegetated gravel beds for treating wastewater. For design engineers and wetland scientists involved in the planning, sizing, designing, and/or management of wetlands used to treat a wide range of wastewater problems.
Co-listed with: ENGR 555. (Only one of the co-listed courses may be taken for credit. See Terminology for more information.)"
ENGR 471 - Thermodynamics and Energy Systems II,3,"Continues ENGR 331. Applications of 2nd law of thermodynamics. Irreversibility, availability, power and refrigeration cycles, combustion, and phase equilibria. Engineering design applications."
ENGR 473 - Building Energy Analysis,3,"Thermodynamics applied to energy analysis of buildings. Heating and ventilating systems; lighting; building envelopes; process loads. Analyze campus buildings. Engineering design applications.
Co-listed with: ENGR 573. (Only one of the co-listed courses may be taken for credit. See Terminology for more information.)"
ENGR 475 - Renewable Energy Power Systems,3,"Principles of hydro, wind, and photovoltaic power production and systems. Engineering design applications.
Co-listed with: ENGR 575. (Only one of the co-listed courses may be taken for credit. See Terminology for more information.)"
ENGR 478 - Electricity Grids and Distributed Renewable Energy,3,"Foundations and topics in the design and operation of electric power systems (“the Grid”), integrating renewable electricity generation with the grid, and distributed energy systems with generation, storage, and demand-side management.
Co-listed with: ENGR 578 (Only one of the co-listed courses may be taken for credit. See Terminology for more information.)"
ENGR 481 - Selected Topics with Engineering Design,3,Selected topics as demand warrants.
ENGR 498 - Directed Design Project,1-3,"Directed (independent) application of engineering design process to develop a system, process or management plan."
