title,units,description
EDUC 318 - LGBTQIA+ Issues in Schools,3,"Examine policy and pedagogical issues related to full participation of LGBTQIA+ people of diverse races, classes, abilities, and ethnicities in K-12 schools in the United States.
Cross-listed with: WS 318"
FILM 465 - Film Seminar,4,Seminar on film-related topics.
PSYC 436 - Human Sexuality,3,"Physiological, psychological, and sociological aspects of human sexual behavior. Topics include conception, contraception, attitudes, orientation, and behaviors. Interdisciplinary approaches as appropriate.
Cross-listed with: WS 436"
WS 318 - LGBTQIA+ Issues in Schools,3,"Examine policy and pedagogical issues related to full participation of LGBTQIA+ people of diverse races, classes, abilities, and ethnicities in K-12 schools in the United States. 
Cross-listed with: EDUC 318"
WS 350 - Health and Body Politics,4,"What constitutes “normal” versus “abnormal” bodies? How are disability justice, trans* activists, and intersectional feminists working to create a more just world for every-BODY? Examines ableism, genderism/transphobia at intersection of other systems of injustice."
WS 436 - Human Sexuality,3,"Physiological, psychological, and sociological aspects of human sexual behavior. Topics include conception, contraception, attitudes, orientation, and behaviors. Interdisciplinary approaches as appropriate.
Cross-listed with: PSYC 436"
WS 370 - Queer Women’s Lives,3-4,"Explores research on sexual minority identity development, queer women’s sexuality; love relationships, family models, and health issues. Analysis of intersections of race, gender, class, and sexuality in queer women’s lives."
ENGL 410 - Topics in Queer and Trans Studies,4,"Examine themes, genres, movements, or major figures in queer and/or trans literary studies, including queer and trans of color authors and quare critique. Topics vary.
Co-listed with: ENGL 510. (Only one of the co-listed courses may be taken for credit. See Terminology for more information.)"
WS 303 - Anti-Colonial Women’s Movements,3,"Explores history and diversity of Anti-Colonial women’s movements. Examines activism challenging (neo)colonialism, nationalism, and globalization. Analyzes organizing strategies, transnational networks, politics of representation, and local and global relations of privilege/oppression."
WS 317 - Women and Development,4,"Role of Third World women in domestic economies and wider political arenas. Focus on paradigm of “development” and differing cultural meanings of household and family.
Cross-listed with: ANTH 317"
WS 320 - Act to End Violence Seminar,3,"Transform our campus communities so that sexualized violence is an unthinkable act. Readings; group project. Focus rotates: grant writing, peer education, assessment of prevention education."
WS 340 - Ecofeminism,3-4,"Plurality of voices making up ecofeminism; theoretical, political, and spiritual dimensions."
WS 465B - Multicultural Issues in Literature/Languages,4,"Themes, genres, figures, theories, or movements in literary or linguistics study in relation to issues of ethnicity and/or gender.
Cross-listed with: ENGL 465B, ES 465B"
WS 465C - Multicultural Issues in Literature/Languages,4,"Themes, genres, figures, theories, or movements in literary or linguistics study in relation to issues of ethnicity and/or gender.
Cross-listed with: ENGL 465C, ES 465C"
WS 480 - Selected Topics in Women’s Studies,1-5,Interdisciplinary subjects and issues.
