title,units,description
GEOL 452 - Glacial and Periglacial Processes,3,"Principles of glacier formation and flow, glacial landforms, and using glaciers as climate and paleoclimate indicators. Includes field trips.
Co-listed with: GEOL 552. (Only one of the co-listed courses may be taken for credit. See Terminology for more information.)"
GEOL 453 - Quaternary Stratigraphy,4,"Examination of stratigraphic records of global change during the past 2.6 million years, including changes in climatic, geomorphic, sedimentologic, and biologic systems, and discussion of causes and implications of those changes both in theory and practice. Includes field trips.
Co-listed with: GEOL 553. (Only one of the co-listed courses may be taken for credit. See Terminology for more information.)"
GEOL 456 - Hydrogeology,4,"Quantitative exploration of movement and retention of water through the subsurface. Physics of saturated and unsaturated zone hydrology. Modeling of moisture change in the root zone, and vegetative water uptake. Geologic and environmental factors affecting water resources with a focus on water extraction and stream flow in northern California."
GEOL 457 - Engineering Geology,3,"Apply geologic methods, principles, and information to engineering and related fields. Analyze earth materials, properties, and processes significant to modern engineering projects. May require 4-day field trip."
GEOL 474 - Volcanology,3,"Fundamental principles of volcanic eruptions and their products as well as the hazard eruptions pose to human activity using methods and concepts from igneous petrology, sedimentology, stratigraphy, geologic mapping, and geophysics. Topics include origins and storage of magma, volcanic eruption triggers, styles of volcanic eruptions, volcano monitoring, and geologic properties of magma and volcanic flows. This course includes an extended multi-day field trip, required for all students. Students may also complete research projects throughout the semester."
GEOL 482 - Instrumental Methods in Geology,1-3,"Principles of x-ray and electron beam analysis of geologic specimens; experimental petrology techniques. Includes sample preparation, instrument operation and data analysis. Alternating with methods of air photo interpretation, GIS, and remote sensing in geology."
GEOL 490 - Senior Thesis,1,"Prepare thesis proposal based on field or lab investigation of subject chosen by student and approved by department. Generally undertaken during senior year, but may commence during junior year."
GEOL 492 - Senior Thesis Project,2,Prepare thesis based on field or lab investigation of subject chosen by student and approved by department.
GEOL 524 - Methods of Geochronology,3,"Concepts and principles of geologic time. Absolute and relative dating methods. Apply dating techniques to stratigraphic, structural and petrological problems. Geological process rates. Includes 2-3 weekend day field trips."
GEOL 531 - Advanced Physical Geology,1-3,"Topics may include igneous and metamorphic petrology, advanced structural geology, paleoecology, volcanology, experimental petrology, geophysics, regional geology investigations, special topics."
GEOL 550 - Fluvial Processes,3,Quantitative and qualitative description of river processes. Mechanics of flow and sediment transport in open channels; adjustments of channel form and pattern; channel incision and eco-hydrological controls; fluvial sediment budgets; techniques for field measurement.
GEOL 551 - Hillslope Processes,3,"Quantitative and qualitative description of the mechanics of erosion and deposition on hillslopes. Develop and apply sediment budgets. Hillslope eco-hydrology, weathering, mass movement, slope stability, sheet and rill erosion, slope development models, and techniques for field measurement of slope processes."
GEOL 554 - Advanced Geology Field Methods,2,"Week-long field excursion to study and interpret quaternary stratigraphic, volcanic, and tectonic problems using appropriate field techniques."
GEOL 555 - Neotectonics,3,"Critical review of Quaternary crustal deformation. Mechanics, rates and distribution of faulting, folding, uplift, subsidence. Methods of measuring/analyzing Quaternary and active tectonic processes. May require extended weekend field trip(s)."
