title,units,description
ESM 305 - Environmental Conflict Resolution,3,"Introduction to conflict theory as applied in complex natural resource disputes. Skill development in planning culturally appropriate and inclusive public participation processes, meeting facilitation, and conflict mediation. Comparison of options for nonviolent conflict management."
ESM 309B - Environmental Communication,3,"This course is intended for advanced students who want to learn the basic theories, strategies, and techniques used to communicate a body of scientific knowledge to the public in a comprehensible manner."
ESM 325 - Environmental Law and Regulation,3,"Overview of laws, policy, and institutions used to regulate natural resource management and protect the environment. Legal principles; property rights; federal, state, and international environmental legislation; and regulatory authorities."
ESM 435 - Grant Proposal Writing,3,"Fundamentals of grant proposal writing, from conception of the idea to writing a coherent and persuasive proposal. Combines critical thinking, communication and quantitative reasoning skills, and critical evaluation of proposals."
ESM 410W - Geospatial Capstone,4,"Bring your multidisciplinary education to bear on real-world issues. Work with clients to apply geospatial methods and technology to environmental and social challenges. Develop professional analytic, communication and presentation skills.
Cross-listed with: GSP 410W"
ESM 411W - Energy and Climate Capstone,4,Bring your multidisciplinary education to bear on real-world problems. Work with client agencies to evaluate and address critical energy and climate challenges in our community and beyond.
ESM 453W - Environmental Education and Interpretation Capstone,4,"Bring your multidisciplinary education to bear on real-world projects. Work with client agencies to develop interpretive exhibits, panels, and programming, and with local schools to develop science based curriculum."
ESM 455W - Ecological Restoration Capstone,4,"Bring your multidisciplinary education to bear on real-world projects. Work with client agencies to apply the restoration process, devise methods and goals for restoration, develop management strategies for restored sites."
ESM 475W - Environmental Planning and Policy Capstone,4,Bring your multidisciplinary education to bear on real-world projects. Apply research skills in response to a community client’s request for assistance with an environmental planning or policy topic.
GEOL 109 - General Geology,4,"Physical geology. Origin and constitution of the earth, internal and external processes that determine crustal and surficial features, and methods in investigating and interpreting earth history."
SOIL 260 - Introduction to Soil Science,3,"Soil’s physical, chemical, and biological properties. Implications for land management. Identify soil parent materials; use soil survey reports."
CHEM 107 - Fundamentals of Chemistry,4,Terminal course. Fundamental concepts and applications of general and inorganic chemistry.
GEOG 106 - Physical Geography,3,"Global patterns of climate, soils, vegetation. Landform geography. Climate regions defined on basis of physical environmental and agricultural land-use parameters. Geography majors must also take GEOG 106L."
PHYX 104 - Descriptive Astronomy,4,"Understand and appreciate astronomy/planet Earth. Methods of obtaining facts and formulating principles. Labs: naked-eye star/planet observation, movement of moon and celestial sphere, constellations, galaxies, star clusters, light and spectroscopy, telescopes. For non-majors."
ESM 210 - Public Land Use Policies and Management,3,"Overview of public lands: Historical view of major statutes, agency evolution, and resource management policies."
ESM 215 - Natural Resources and Recreation,3,"Three primary components: resources, visitors, and management. Motivations and benefits, overview of providers, and fundamental recreation concepts."
ESM 253 - Interpretive Computer Graphics,3,"Fundamental course in computer graphic design and layout for producing natural resource interpretive displays, flyers, posters, book covers, brochures, newsletters, and multimedia slide presentations. Background in basic computer skills required."
CD 209 - Middle Childhood Development,3,Development of family/social context. Focus on children 7-12 years old. Biological and environmental influences determining normative and individual development. Interpret theories and research.
ESM 350 - Fundamentals of Environmental Education and Interpretation,3,"Theories, processes, goals of environmental education and interpretation, evolution of disciplines, curriculum standards. Program development techniques for environmental and cultural heritage themes. Skill development in program presentation and evaluation."
ESM 351 - Environmental Interpretation Field Trip,1,Visit sites illustrating issues and techniques of natural resources interpretation. Three-day field trip.
ESM 353 - Environmental Education and Interpretation Graphics,3,"Theory and skills of written and graphic interpretation techniques. Application to signs, brochures, self-guided trails, exhibits."
ESM 430 - Natural Resource Management in Protected Areas,3,"Principles/practices managing natural resources in wildland recreation areas. Fire, air, water quality; erosion; endangered species; exotic species control; hazardous features. Case studies."
ESM 450 - Applied Environmental Education and Interpretation,3,"Theories, teaching methods, current research, controversial issues. Design of environmental education and interpretation programs for children and adults. Advanced skills in program evaluation. Professional development in environmental education and interpretation."
ESM 482 - Internship,2-3,Students implement the theory and practice of their major by working for a public agency or private firm/organization.
ESM 499 - Directed Study,1-3,Individualized research/study project.
BIOL 430 - Intertidal Ecology,3,"Ecological principles as applied in coastal marine habitats: rocky shores, sandy beaches, bay flats, and nearshore waters. Numerous field trips; one weekend trip. Individual and group studies a major part of lab work."
BOT 300 - Plants and Civilization,3,"Plants that have played important roles in our economic, social, and cultural development. Ethnobotanical aspects of edible, medicinal, and psychoactive plants. Intended for non-majors. Cannot be used to satisfy major or minor requirements in the Department of Biological Sciences."
BOT 330 - Plant Ecology,2,"Principles governing structure and dynamics of plant populations and communities. Topics include community sampling, interspecific interactions, population viability analysis, and conservation issues."
BOT 330L - Plant Ecology Lab,1,Apply concepts and methods from BOT 330.
BOT 350 - Plant Taxonomy,4,"Identify ferns, gymnosperms, and flowering plants. Recognize families and key plants in the local flora."
BOT 354 - Agrostology,4,"Taxonomy, identification, and relationships of grasses of North America."
FISH 260 - Fish Conservation and Management,3,"Introduction to fisheries science. Overview of relationships between fish and people, including law and regulatory agencies, management programs, and conservation."
FISH 300 - Introduction to Fishery Biology,3,"Identification, life histories, and ecology of important freshwater and marine fishes. Principles of fisheries management and its relationships with management of other resources."
FISH 320 - Limnology,3,"Lake formation and aging. Physical, chemical, and behavioral relationships between organisms and their environments."
FOR 130 - Dendrology,3,"US trees/shrubs. Ranges, botanical characteristics, commercial and noncommercial uses, growth rates, and relation of plants to their total environment. Identify under field conditions and using herbarium specimens."
FOR 307 - California’s Forests and Woodlands,3,"Factors affecting distribution, perpetuation, and health of California’s forests and woodlands. Field identification of northern California trees and shrubs. Weekend field trips."
FOR 315 - Forest Management,3,"Managing forest-covered landscapes to meet a variety of objectives by applying economic, sociological, ecological, silvicultural, and operational principles."
FOR 374 - Wilderness Area Management,3,"Paradox of “managing” wilderness; scientific, legislative, philosophical frameworks; managing human use of, and influences on, wilderness. Weekend field trips."
HIST 371 - Civil War and Reconstruction,4,"Dissolution and reunification of American Union, 1861-77. Rebellion and secession; military campaigns; wartime civil rights; constitutional, political, social crises."
HIST 368 - Colonial and Revolutionary America,4,"Growth of English mainland colonies in 17th and 18th centuries, culminating in war for American independence."
HIST 383 - California History,4,"Historical analysis of factors producing the complex, diverse commonwealth of California."
"GEOG 352 - Weather, Climate and Natural Hazards",3,"Nature of world’s regional climates; tropospheric and oceanic circulation influence; orographic effects, large-scale weather disturbances. Geography majors must also take GEOG 352M when offered."
GEOL 306 - General Geomorphology,3,"Origin and development of landforms, landform classification, geomorphic processes. Methods of geomorphological analysis, topographic map interpretation, and aerial photo interpretation. May require two weekend field trips."
GEOL 300 - Geology of California,3,"Examine the rocks, landscapes and geologic development of California’s major geologic provinces. Investigate the role of the state’s tectonic setting and geologic history on topics such as seismic hazard, geologic record of climate change, and water, mineral and energy resources in the Golden State. Cannot count for geology majors as upper division geology area of specialization."
GEOL 300L - Geology of California Field Trip,1,"Three weekends field trips or one 5-day field trip, through geologic provinces of northern California: the Coast Ranges, Klamath Mountains, Cascade Range, Modoc Plateau, northern Sierra Nevada, and Great Valley. Cannot count for geology majors as upper division geology area of specialization."
GEOL 303 - Earth Resources and Global Environmental Change,3,"Origins, occurrence, and limits of important energy, mineral, and water resources. Societal and environmental impacts of resource use and global climate change. Cannot count for geology majors as upper division geology area of specialization."
"GEOL 305 - Fossils, Life and Evolution",3,"Origin, evolution, and fate of life on earth; history of evolutionary thought and study of fossils; development of life environments (habitats) and biotic communities; recent theories of evolution and mass extinction from an introductory paleontologic perspective. May require field trip. Cannot count for geology majors as upper division geology area of specialization."
NAS 304 - Native Tribes of California,3,"Traditional cultures of native peoples: archeology, material culture, social organization, historical interrelationships."
NAS 306 - Indigenous Peoples of the Americas,3,"Traditional cultures, historical development, and contemporary social and political situations of Indigenous peoples of South, Central, and North America, with an emphasis on Latin America (Abya Yala)."
NAS 307 - Nature and Issues of Genocide,3,"Examines processes of genocide, historical genocide acts and genocide in the twenty-first century. Emphasis on place-based approach to the genocide of Indigenous Peoples of the Americas including California and Abya Yala (Latin America)."
NAS 309 - Traditional Ecological Knowledge and Indigenous Natural Resource Management,3,"Emphasis on ethical engagement of Traditional Ecological Knowledge; best practices for Indigenous natural resource management and the critical importance of Indigenous sciences and knowledges to addressing and developing natural resource management plans and projects. Comparison of the cultural traditions and beliefs of indigenous people, with those of western science based management."
"NAS 361 - Tribal Sovereignty, Tribal Citizens",3,"Comprehensive review of NA civics and dual role of tribal citizenship in the US. Topics: tribal governance, tribal justice systems, Indian-White relations, education, religious conflict, community development."
OCN 109 - General Oceanography,3,"Extent of the oceans; chemical nature of sea water; causes/effects of currents, tides, and waves; animal and plant life in the sea; features of the ocean floor."
OCN 301 - Marine Ecosystems - Human Impact,3,"Relationships and interaction between humans and marine life. Living organisms: in history and legend, as food, and as industrial resource. Problems and aesthetic aspects of marine organisms."
OCN 310 - Biological Oceanography,4,"Physical, chemical, and biological factors characterizing the marine environment, including factors controlling plant and animal populations. Methods of sampling identification and analysis."
RRS 306 - Rangeland Management Principles,3,Analysis of rangeland biophysical communities; management for sustainable human and environmental values; use by wild and domestic animals; historical and legal changes in rangeland management.
SOIL 360 - Origin and Classification of Soils,3,"Factors of soil genesis; their interactions. Soil morphology/description; classification, emphasizing wildland soils."
SOIL 363 - Wetland Soils,3,"The morphology, chemistry, hydrology, formation and function of mineral and organic soils in wet environments. Topics include identification, estuaries, peatlands, preservation, regulation and mitigation."
SOIL 460W - Wildland Soil Management and Erosion Control,3,"Characterization, mapping, assessment, interpretation, and management of wildland soils; nutrient cycling, fire effects, erosion control."
WLDF 301 - Principles of Wildlife Management,3,Plant / animal ecology; population dynamics; philosophy.
WLDF 365 - Ornithology I,3,"Classification, life histories, ecology, behavior, and special adaptations of birds. Identification in field and lab."
WSHD 310 - Hydrology and Watershed Management,4,"Hydrologic considerations of forest roads, stream crossings, road drainage. Management influences on hydrologic processes and aquatic habitat; protecting salmonid resources."
WSHD 458 - Climate Change and Land Use,3,"Implications of climate change for terrestrial and aquatic resources. Overview of projected shifts in weather and climate. Influence of land use decisions on global carbon cycle in forests, agriculture and wetlands."
ZOOL 356 - Mammalogy,3,"Comparative mammalian biology. Systematics, morphology, behavior, reproduction, physiology, ecology, zoogeography."
ZOOL 358 - General Entomology,4,"Classification, identification, anatomy, physiology, ecology, behavior, control of insects."
ZOOL 314 - Invertebrate Zoology,5,"Comparative functional morphology, life histories, and phylogeny of invertebrates."
ZOOL 316 - Freshwater Aquatic Invertebrates,3,"Identification, behavior, life history. Insects, crustaceans, mollusks."
ZOOL 354 - Herpetology,4,"Biology, classification, anatomy, distribution, and life histories of amphibians and reptiles."
