title,units,description
ENGR 411 - Energy Project Development and Policy,3,"Develop implementation plans for energy projects and analyze the effects of energy policy. Energy project planning, timelines, financial analysis, impact assessment, and stakeholder engagement. Energy policy institutions, mechanisms, and markets."
ENGR 417 - Heat and Mass Transport Processes,3,"Theory of heat and mass transport and applications in energy and mechanical systems. Conduction, convection, radiation, diffusion, reaction kinetics, ideal reactor models."
ENGR 492W - Capstone Design Project,3,"Culminating engineering design experience based on knowledge gained from previous coursework. Application of the engineering design process to develop a system, process, or management plan to solve a significant, open-ended engineering problem. To be taken final senior semester (within 16 units of graduation)."
PHYX 315 - Introduction to Electronics and Electronic Instrumentation,3,"Devices and circuits, both analog and digital, in science instrumentation. Construct amplifiers and digital circuits."
ENGR 471 - Thermodynamics and Energy Systems II,3,"Continues ENGR 331. Applications of 2nd law of thermodynamics. Irreversibility, availability, power and refrigeration cycles, combustion, and phase equilibria. Engineering design applications."
ENGR 473 - Building Energy Analysis,3,"Thermodynamics applied to energy analysis of buildings. Heating and ventilating systems; lighting; building envelopes; process loads. Analyze campus buildings. Engineering design applications.
Co-listed with: ENGR 573. (Only one of the co-listed courses may be taken for credit. See Terminology for more information.)"
ENGR 475 - Renewable Energy Power Systems,3,"Principles of hydro, wind, and photovoltaic power production and systems. Engineering design applications.
Co-listed with: ENGR 575. (Only one of the co-listed courses may be taken for credit. See Terminology for more information.)"
ENGR 478 - Electricity Grids and Distributed Renewable Energy,3,"Foundations and topics in the design and operation of electric power systems (“the Grid”), integrating renewable electricity generation with the grid, and distributed energy systems with generation, storage, and demand-side management.
Co-listed with: ENGR 578 (Only one of the co-listed courses may be taken for credit. See Terminology for more information.)"
ESM 305 - Environmental Conflict Resolution,3,"Introduction to conflict theory as applied in complex natural resource disputes. Skill development in planning culturally appropriate and inclusive public participation processes, meeting facilitation, and conflict mediation. Comparison of options for nonviolent conflict management."
ESM 325 - Environmental Law and Regulation,3,"Overview of laws, policy, and institutions used to regulate natural resource management and protect the environment. Legal principles; property rights; federal, state, and international environmental legislation; and regulatory authorities."
"ENST 295 - Power, Privilege and the Environment",4,"Explores the environment as a central element in the reproduction of patterns of power and privilege along lines of race, class, and gender. Examines how environmental conflicts challenge those patterns."
ENST 480 - Special Topics,3,Special topics in environmental studies.
ENGR 305 - Appropriate Technology,3,"Engineering technology principles. Energy, waste disposal, food production technologies. Lab exercises involve working systems at Campus Center for Appropriate Technology."
NAS 309 - Traditional Ecological Knowledge and Indigenous Natural Resource Management,3,"Emphasis on ethical engagement of Traditional Ecological Knowledge; best practices for Indigenous natural resource management and the critical importance of Indigenous sciences and knowledges to addressing and developing natural resource management plans and projects. Comparison of the cultural traditions and beliefs of indigenous people, with those of western science based management."
NAS 332 - Environmental Justice,3,"Issues/concerns that led to Executive Order 12898 (environmental policies and conflicts between industries and those seeking environmental protection, including Alaska Native villages, “lower 48” tribes, grassroot community organizations)."
NAS 364 - Federal Indian Law I,4,Unique federal/tribal legal and historical relationship. Scope and authority of tribal governments as modified through contact with the federal government. Federal legislation and Supreme Court decisions regarding Indians and tribes.
CHEM 370 - Earth System Chemistry,3,"Chemistry of the earth, including elemental cycling and speciation in the environment, the impact of man on biogeochemical processes, and the effects of climate change on the chemical/physical interactions occurring within and between the atmosphere, hydrosphere, and biosphere."
GEOL 303 - Earth Resources and Global Environmental Change,3,"Origins, occurrence, and limits of important energy, mineral, and water resources. Societal and environmental impacts of resource use and global climate change. Cannot count for geology majors as upper division geology area of specialization."
OCN 420 - Oceans and Climate,3,"Examines the role that oceans play in mediating global climate. Detailed exploration of ocean carbon cycle, consequences of climate change on ocean ecosystems, ocean-related climate feedback loops, and predictions of oceans of the future."
